scenario_name,loan_id,product,month_asof,balance,prob_graduate_3m,prob_graduate_6m,prob_graduate_12m,expected_time_to_graduate_months,risk_decile
high_prime,1,vehicle,18,10916.393131487046,0.0031338186607539975,0.006257816502109505,0.012476472736844938,12.449867885271773,4
high_prime,2,vehicle,18,80852.69961632977,0.004758197676666929,0.009493754908203618,0.018897378434150194,12.423821476294368,7
high_prime,3,vehicle,18,24608.71274002098,0.0028448052034913867,0.005681517490336962,0.011330755339680918,12.454497779940452,3
high_prime,4,vehicle,18,18641.78249242696,0.0025367367776333045,0.005067038521787612,0.010108402164193944,12.459431478155862,2
high_prime,5,vehicle,18,22250.83124774441,0.006305584443777596,0.012571408492377582,0.024984776673272938,12.398971251253919,8
high_prime,6,vehicle,18,13887.043777148916,0.008414718585210229,0.016758629681552173,0.033236407694300946,12.365039873192298,9
high_prime,7,vehicle,18,15045.988229092598,0.0044919261386962405,0.008963674876956979,0.01784700228661417,12.42809389163262,7
high_prime,8,vehicle,18,17386.88463124921,0.002324691861570337,0.004643979530889423,0.009266392515895528,12.462826494662602,2
high_prime,9,vehicle,18,15404.011083490415,0.0029398114822915085,0.005870980473031604,0.01170749253434849,12.452975957775815,4
high_prime,10,vehicle,18,16575.841925900593,0.007311929306551738,0.014570394302919464,0.028928492215696378,12.38278992057056,9
high_prime,11,vehicle,18,25811.39609053572,0.003071563461651332,0.006133692421203712,0.012229762659689494,12.45086530304543,4
high_prime,12,vehicle,18,23087.035236830852,0.004276809905695258,0.008535328708421061,0.016997805580681324,12.431544692823463,6
high_prime,13,vehicle,18,5305.379208055466,0.0011927316044415765,0.002384040600202919,0.004762397550822422,12.480938084619769,1
high_prime,14,vehicle,18,22824.20004838213,0.004056732937319136,0.008097008792513544,0.016128456033641048,12.435074321750381,6
high_prime,15,vehicle,18,21232.03013038214,0.004913210904082561,0.009802282166777128,0.01950847959787714,12.421333727051607,7
high_prime,16,vehicle,18,9898.110039763424,0.0034333288935567527,0.006854870039822174,0.013662750836381497,12.445068447927953,5
high_prime,17,vehicle,18,31171.87735556144,0.0017486195403015473,0.0034941814103063703,0.006976153516884609,12.472046304211338,1
high_prime,18,vehicle,18,12292.322985090248,0.00782027652658377,0.015579396328215304,0.030916075066479004,12.374610097918675,9
high_prime,19,vehicle,18,9963.899276657516,0.0048883785184078155,0.0097528607922764,0.019410603290919273,12.421732277965067,7
high_prime,20,vehicle,18,28078.991772432917,0.0030061449239648613,0.006003252940625843,0.011970466835382552,12.45191333626192,4
high_prime,21,vehicle,18,20564.59441402041,0.002665809957383822,0.005324513372038757,0.010620676301428494,12.457364560868719,3
high_prime,22,vehicle,18,49421.9350190039,0.0020714558312856833,0.004138620733310399,0.008260113285046613,12.466880084072418,1
high_prime,23,vehicle,18,41515.82972514813,0.0015612129443024043,0.0031199885027473513,0.006230242677237427,12.47504453949512,1
high_prime,24,vehicle,18,15008.36716071457,0.006324366920556986,0.012608736224168138,0.025058492219165625,12.398669385676772,8
high_prime,25,vehicle,18,9183.824773498465,0.0038753970412274694,0.0077357753802277844,0.01541170853972223,12.4379820445638,6
high_prime,26,vehicle,18,12976.193291089505,0.005252445227906984,0.010477302274941805,0.020844830686923107,12.415888173336807,8
high_prime,27,vehicle,18,21107.463401771463,0.0033784002805933803,0.006745386972730846,0.013445273700049805,12.445948745380642,5
high_prime,28,vehicle,18,7919.1251678674635,0.010799870439443754,0.021483103677378736,0.04250468361114447,12.326585677392242,10
high_prime,29,vehicle,18,13619.210333506302,0.00844119083498586,0.01681112796725907,0.03333964191098658,12.364613556632465,9
high_prime,30,vehicle,18,31578.672036507756,0.0028595178863203567,0.005710858930098528,0.01138910395047757,12.454262119705023,3
high_prime,31,vehicle,18,22618.27505794002,0.008457454292509952,0.01684338005191001,0.03340306065224694,12.36435163999829,9
high_prime,32,vehicle,18,20588.697834325674,0.003443534647020381,0.006875211363175532,0.013703154195062725,12.444904883158328,5
