scenario_name,model_kind,loan_id,month_asof,rank,feature,contribution
low_prime,graduation_risk,997,18,1,balance,253.0011054926098
low_prime,graduation_risk,997,18,2,rate_diff_bps,-22.164924596778285
low_prime,graduation_risk,997,18,3,credit_score,-0.3078777604663948
low_prime,graduation_risk,997,18,4,score_trend3,0.13558901010609664
low_prime,graduation_risk,997,18,5,loan_age_month,0.07562105443074063
low_prime,graduation_risk,997,18,6,income,0.05432056167101597
low_prime,graduation_risk,997,18,7,paydown_rate1,-0.044184254340121756
low_prime,graduation_risk,997,18,8,term_months,-0.010967305962199053
low_prime,graduation_risk,5060,18,1,balance,252.99033988913706
low_prime,graduation_risk,5060,18,2,rate_diff_bps,-22.221351732826385
low_prime,graduation_risk,5060,18,3,score_trend3,0.1305643579508496
low_prime,graduation_risk,5060,18,4,credit_score,0.12696336793162022
low_prime,graduation_risk,5060,18,5,util_proxy,0.08557279453503017
low_prime,graduation_risk,5060,18,6,paydown_rate1,0.06928493994549284
low_prime,graduation_risk,5060,18,7,income,0.06165418742475284
low_prime,graduation_risk,5060,18,8,loan_age_month,0.04428000298674786
low_prime,graduation_risk,21832,18,1,balance,252.98497643685565
low_prime,graduation_risk,21832,18,2,rate_diff_bps,-21.950949467329067
low_prime,graduation_risk,21832,18,3,credit_score,-0.8045712485723826
low_prime,graduation_risk,21832,18,4,score_trend3,0.1355627334831639
low_prime,graduation_risk,21832,18,5,income,0.05359289272884059
low_prime,graduation_risk,21832,18,6,loan_age_month,-0.043649993454466476
low_prime,graduation_risk,21832,18,7,paydown_rate1,-0.02804127330677061
low_prime,graduation_risk,21832,18,8,tenure_months,0.015989422082445328
low_prime,graduation_risk,21703,18,1,balance,252.99281078402876
low_prime,graduation_risk,21703,18,2,rate_diff_bps,-22.14671685832831
low_prime,graduation_risk,21703,18,3,loan_age_month,0.1582359939914025
low_prime,graduation_risk,21703,18,4,score_trend3,0.13215278381087445
low_prime,graduation_risk,21703,18,5,credit_score,0.12551122834384637
low_prime,graduation_risk,21703,18,6,paydown_rate1,0.07538806196881642
low_prime,graduation_risk,21703,18,7,tenure_months,-0.017757788446297853
low_prime,graduation_risk,21703,18,8,term_months,0.013604725525419739
low_prime,graduation_risk,22339,18,1,rate_diff_bps,115.87482921285255
low_prime,graduation_risk,22339,18,2,balance,115.35419705554716
low_prime,graduation_risk,22339,18,3,credit_score,0.9594762419127718
low_prime,graduation_risk,22339,18,4,score_trend3,0.12939056583609368
low_prime,graduation_risk,22339,18,5,loan_age_month,0.1086923691298594
low_prime,graduation_risk,22339,18,6,paydown_rate1,0.07648898164411534
low_prime,graduation_risk,22339,18,7,income,0.057688703784108494
low_prime,graduation_risk,22339,18,8,util_proxy,0.02973452424041554
low_prime,graduation_risk,3844,18,1,balance,252.93064526929612
low_prime,graduation_risk,3844,18,2,rate_diff_bps,-22.17007720085852
low_prime,graduation_risk,3844,18,3,credit_score,-0.8129534828256754
low_prime,graduation_risk,3844,18,4,score_trend3,0.13515997509757233
low_prime,graduation_risk,3844,18,5,income,0.08857110222071705
