scenario_name,loan_id,product,month_asof,balance,prob_graduate_3m,prob_graduate_6m,prob_graduate_12m,expected_time_to_graduate_months,risk_decile
low_prime,1,vehicle,18,18991.730113918515,0.006458951169580807,0.013509153228403513,0.027459826908148046,12.513179252978034,5
low_prime,2,vehicle,18,29695.74498351638,0.006093636032341098,0.012150139664587549,0.024152653435306117,12.402377234473182,4
low_prime,3,vehicle,18,12271.398102641037,0.005628001105903914,0.01185065539452505,0.024244859592390082,12.54914307445905,4
low_prime,4,vehicle,18,35791.7087257604,0.003220175543228133,0.006602414427269547,0.013332501648399699,12.51956640980075,1
low_prime,5,vehicle,18,11439.566861534544,0.005001988203459295,0.010654623205369012,0.02235256381050077,12.668255751956318,3
low_prime,6,vehicle,18,7881.371045438531,0.006839431462534217,0.01363208510233773,0.027078336460438078,12.390389312037335,4
low_prime,7,vehicle,18,21287.216196088604,0.006248208471029271,0.01329952331286081,0.0278598420928051,12.645426144118328,5
low_prime,8,vehicle,18,22040.08973484125,0.005668149295451461,0.011550691432206672,0.02321157690705526,12.466219954322755,4
low_prime,9,vehicle,18,17838.39531436607,0.0069126267310226095,0.01377746905372277,0.027365119453919253,12.389212306207831,5
low_prime,10,vehicle,18,63029.39937847791,0.0030022984721800377,0.006476071439454554,0.013757877181348951,12.749131705661554,1
low_prime,11,vehicle,18,24319.834641635745,0.02068737887388005,0.04094679010308864,0.08021694058643086,12.166266710297677,9
low_prime,12,vehicle,18,8755.196141239434,0.005583686097276825,0.011136194644120726,0.022148374457089712,12.410569202666453,3
low_prime,13,vehicle,18,26058.756081780877,0.021507803408013032,0.042553021208588324,0.08329528280319808,12.152899776302101,10
low_prime,14,vehicle,18,23405.665767509505,0.01631417596051642,0.034233620033125314,0.06982381510196735,12.40284046158494,9
low_prime,15,vehicle,18,22018.25406657755,0.004129289918721355,0.00883419390153478,0.01858535337430466,12.693015031777763,3
low_prime,16,vehicle,18,14389.902036472105,0.012024199666210558,0.023966860303321902,0.04742083766111751,12.313663526353226,8
low_prime,17,vehicle,18,29113.504176225342,0.005890333966411098,0.011777175351281593,0.023446483833844935,12.412905041786885,4
low_prime,18,vehicle,18,16520.65581811553,0.01930749378819848,0.03894354726934366,0.07704402952751731,12.231198765346273,9
low_prime,19,vehicle,18,16913.146264888797,0.006940894545865864,0.013833613074634899,0.027475857298571087,12.388757727547263,5
low_prime,20,vehicle,18,9770.378303805704,0.01432326243379298,0.0285161737473651,0.05629184131617171,12.27631882879451,8
low_prime,21,vehicle,18,5726.453864103924,0.016443676475542335,0.03539482075829444,0.07220869418418785,12.40694108279969,9
low_prime,22,vehicle,18,12433.482593084978,0.0063003470970195985,0.01259435230671557,0.025063018224312245,12.40628942393913,4
low_prime,23,vehicle,18,16503.90515604552,0.006526543764557843,0.013611148270795397,0.027629153505960784,12.505458333055108,5
low_prime,24,vehicle,18,12470.635454677817,0.01395875851875995,0.027722670098134845,0.054676793758899674,12.27552429569593,8
low_prime,25,vehicle,18,14720.777953250226,0.012058993474304504,0.02533401219951347,0.05283258585368071,12.545162984258788,8
low_prime,26,vehicle,18,13113.88787026743,0.00591340976766498,0.012589345282636718,0.026382711980030664,12.651561952077454,4
low_prime,27,vehicle,18,13686.095188001462,0.009579901217656575,0.019068027927973092,0.03777246616688422,12.346265273416034,7
low_prime,28,vehicle,18,32387.573446282546,0.002831846039009817,0.005935006652794186,0.012976961351356049,12.854298169108572,1
low_prime,29,vehicle,18,24090.106604528122,0.006449393574395089,0.013573898666708752,0.02774478998359243,12.534709150477417,5
low_prime,30,vehicle,18,34294.63776472088,0.0032459384601310056,0.0069251039033048556,0.014281723130176702,12.616576432332693,2
low_prime,31,vehicle,18,12743.161556567238,0.019896056615238376,0.03949919032363049,0.07753704852148759,12.185471710406883,9
