scenario_name,months_since_origination,product,expected_loss_month,expected_defaults_count_month
mild_stress,1,mortgage,5720.000000000001,0.13866666666666666
mild_stress,1,small_business,45045.000000000015,2.2750000000000004
mild_stress,1,vehicle,215215.0,40.44444444444444
mild_stress,2,mortgage,11440.000000000002,0.2773333333333333
mild_stress,2,small_business,90090.00000000003,4.550000000000001
mild_stress,2,vehicle,430430.0,80.88888888888889
mild_stress,3,mortgage,11440.000000000002,0.2773333333333333
mild_stress,3,small_business,90090.00000000003,4.550000000000001
mild_stress,3,vehicle,430430.0,80.88888888888889
mild_stress,4,mortgage,11440.000000000002,0.2773333333333333
mild_stress,4,small_business,90090.00000000003,4.550000000000001
mild_stress,4,vehicle,430430.0,80.88888888888889
mild_stress,5,mortgage,11440.000000000002,0.2773333333333333
mild_stress,5,small_business,90090.00000000003,4.550000000000001
mild_stress,5,vehicle,430430.0,80.88888888888889
mild_stress,6,mortgage,8580.0,0.208
mild_stress,6,small_business,67567.50000000001,3.4125000000000005
mild_stress,6,vehicle,322822.5,60.66666666666667
mild_stress,7,mortgage,8580.0,0.208
mild_stress,7,small_business,67567.50000000001,3.4125000000000005
mild_stress,7,vehicle,322822.5,60.66666666666667
mild_stress,8,mortgage,17160.0,0.416
mild_stress,8,small_business,135135.00000000003,6.825000000000001
mild_stress,8,vehicle,645645.0,121.33333333333334
mild_stress,9,mortgage,8580.0,0.208
mild_stress,9,small_business,67567.50000000001,3.4125000000000005
mild_stress,9,vehicle,322822.5,60.66666666666667
mild_stress,10,mortgage,8580.0,0.208
mild_stress,10,small_business,67567.50000000001,3.4125000000000005
mild_stress,10,vehicle,322822.5,60.66666666666667
mild_stress,11,mortgage,4290.0,0.104
mild_stress,11,small_business,33783.75000000001,1.7062500000000003
mild_stress,11,vehicle,161411.25,30.333333333333336
mild_stress,12,mortgage,8580.0,0.208
mild_stress,12,small_business,67567.50000000001,3.4125000000000005
mild_stress,12,vehicle,322822.5,60.66666666666667
mild_stress,13,mortgage,4290.0,0.104
mild_stress,13,small_business,33783.75000000001,1.7062500000000003
mild_stress,13,vehicle,161411.25,30.333333333333336
mild_stress,14,mortgage,4290.0,0.104
mild_stress,14,small_business,33783.75000000001,1.7062500000000003
mild_stress,14,vehicle,161411.25,30.333333333333336
mild_stress,15,mortgage,4290.0,0.104
mild_stress,15,small_business,33783.75000000001,1.7062500000000003
mild_stress,15,vehicle,161411.25,30.333333333333336
mild_stress,16,mortgage,4290.0,0.104
mild_stress,16,small_business,33783.75000000001,1.7062500000000003
mild_stress,16,vehicle,161411.25,30.333333333333336
mild_stress,17,mortgage,4290.0,0.104
mild_stress,17,small_business,33783.75000000001,1.7062500000000003
mild_stress,17,vehicle,161411.25,30.333333333333336
mild_stress,18,mortgage,8580.0,0.208
mild_stress,18,small_business,67567.50000000001,3.4125000000000005
mild_stress,18,vehicle,322822.5,60.66666666666667
mild_stress,19,mortgage,4290.0,0.104
mild_stress,19,small_business,33783.75000000001,1.7062500000000003
mild_stress,19,vehicle,161411.25,30.333333333333336
mild_stress,20,mortgage,4290.0,0.104
mild_stress,20,small_business,33783.75000000001,1.7062500000000003
mild_stress,20,vehicle,161411.25,30.333333333333336
mild_stress,21,mortgage,1430.0000000000002,0.034666666666666665
mild_stress,21,small_business,11261.250000000004,0.5687500000000001
mild_stress,21,vehicle,53803.75,10.11111111111111
mild_stress,22,mortgage,2860.0000000000005,0.06933333333333333
mild_stress,22,small_business,22522.500000000007,1.1375000000000002
mild_stress,22,vehicle,107607.5,20.22222222222222
mild_stress,23,mortgage,1430.0000000000002,0.034666666666666665
mild_stress,23,small_business,11261.250000000004,0.5687500000000001
mild_stress,23,vehicle,53803.75,10.11111111111111
mild_stress,24,mortgage,1430.0000000000002,0.034666666666666665
mild_stress,24,small_business,11261.250000000004,0.5687500000000001
mild_stress,24,vehicle,53803.75,10.11111111111111
mild_stress,25,mortgage,1430.0000000000002,0.034666666666666665
mild_stress,25,small_business,11261.250000000004,0.5687500000000001
mild_stress,25,vehicle,53803.75,10.11111111111111
mild_stress,26,mortgage,1430.0000000000002,0.034666666666666665
mild_stress,26,small_business,11261.250000000004,0.5687500000000001
mild_stress,26,vehicle,53803.75,10.11111111111111
mild_stress,27,mortgage,1430.0000000000002,0.034666666666666665
mild_stress,27,small_business,11261.250000000004,0.5687500000000001
mild_stress,27,vehicle,53803.75,10.11111111111111
mild_stress,28,mortgage,2860.0000000000005,0.06933333333333333
mild_stress,28,small_business,22522.500000000007,1.1375000000000002
mild_stress,28,vehicle,107607.5,20.22222222222222
mild_stress,29,mortgage,1430.0000000000002,0.034666666666666665
mild_stress,29,small_business,11261.250000000004,0.5687500000000001
mild_stress,29,vehicle,53803.75,10.11111111111111
mild_stress,30,mortgage,1430.0000000000002,0.034666666666666665
mild_stress,30,small_business,11261.250000000004,0.5687500000000001
mild_stress,30,vehicle,53803.75,10.11111111111111
